,NAME,FNAME,POSITION,POSITION2,HAND,OVERALLRTG,FGPBASE,THREEPTBAS,FTPBASE,DNKABILITY,STLABILITY,BLKABILITY,OREABILITY,DREABILITY,BALABILITY,OFFABILITY,DEFABILITY,SPEED,QUICK,JUMP,DRIBBLE,DSTRENGTH,DHARDY,DSHOOTRANG,FATIGUE,INSIDESC,THREEPTATT,PRIMACY,CHEMTYPE,year
1939,Paul,Chris,4.0,4.0,0,85,75,77.0,84,65,80,1,25.0,30.0,88,80.0,80.0,90,90,60,84,65,80,25,70,67.0,30.0,30,3.0,07
1940,Felton,Raymond,4.0,4.0,0,74,63,66.0,72,65,71,5,20.0,25.0,75,61.0,61.0,83,82,70,80,43,65,25,70,50.0,23.0,35,2.0,07
1941,Williams,Marvin,2.0,2.0,0,75,75,65.0,85,71,38,20,50.0,61.0,47,72.0,66.0,65,63,80,53,61,75,25,75,48.0,10.0,30,6.0,07
1942,Bogut,Andrew,0.0,0.0,0,76,57,30.0,68,65,28,75,67.0,78.0,51,60.0,75.0,65,55,45,43,70,75,20,70,75.0,1.0,55,7.0,07
1943,Webster,Martell,3.0,2.0,0,70,70,74.0,75,55,49,20,34.0,41.0,55,60.0,59.0,71,60,55,62,55,70,25,60,54.0,16.0,28,10.0,07
1944,Williams,Deron,4.0,4.0,0,71,75,67.0,84,10,64,1,25.0,30.0,75,67.0,59.0,85,79,50,81,35,85,25,70,49.0,30.0,30,2.0,07
1945,Diogu,Ike,1.0,1.0,0,72,51,15.0,79,70,29,70,55.0,60.0,30,59.0,59.0,60,58,60,49,70,75,15,75,71.0,1.0,34,7.0,07
1946,Frye,Channing,1.0,0.0,0,76,71,10.0,76,75,41,68,70.0,75.0,45,60.0,67.0,60,56,70,41,70,65,15,65,70.0,2.0,30,7.0,07
1947,Abdul-Jabbar,Kareem,0.0,0.0,0,94,91,10.0,77,88,40,81,81.0,89.0,71,92.0,84.0,56,68,66,42,83,92,15,95,95.0,1.0,63,10.0,07
1948,Mourning,Alonzo,0.0,0.0,0,84,79,18.0,70,85,35,87,70.0,87.0,30,78.0,90.0,60,61,50,37,84,80,15,72,87.0,0.0,78,1.0,07
1949,Korolev,Yaroslav,2.0,3.0,0,64,62,33.0,63,60,58,28,23.0,33.0,55,51.0,50.0,75,72,49,64,56,70,20,50,48.0,2.0,15,5.0,07
1950,May,Sean,1.0,0.0,0,68,59,0.0,76,70,21,42,68.0,74.0,38,61.0,53.0,60,55,53,41,72,75,12,60,70.0,0.0,30,5.0,07
1951,McCants,Rashad,3.0,3.0,0,68,72,73.0,74,50,52,24,20.0,24.0,64,67.0,52.0,73,62,50,73,42,75,25,55,55.0,28.0,35,9.0,07
1952,Wright,Antoine,3.0,2.0,0,66,65,65.0,65,70,49,21,20.0,32.0,57,61.0,52.0,75,70,60,60,44,70,25,50,45.0,30.0,35,10.0,07
1953,Graham,Joey,2.0,3.0,0,70,68,35.0,83,74,51,11,40.0,57.0,44,60.0,62.0,68,62,65,54,64,80,20,50,72.0,10.0,35,10.0,07
1954,Green,Gerald,2.0,3.0,0,69,72,61.0,78,87,40,10,20.0,50.0,30,60.0,60.0,75,75,90,74,35,70,25,50,41.0,24.0,25,6.0,07
1955,Warrick,Hakim,1.0,2.0,0,67,43,23.0,66,82,38,30,48.0,64.0,30,60.0,60.0,69,70,85,43,41,75,18,50,65.0,1.0,40,2.0,07
1956,Hodge,Julius,3.0,2.0,0,66,70,59.0,68,63,44,22,29.0,46.0,53,52.0,44.0,69,66,57,82,28,70,23,50,57.0,11.0,34,5.0,07
1957,Robinson,Nate,4.0,4.0,0,69,65,65.0,75,75,50,2,5.0,24.0,65,60.0,60.0,80,80,85,71,40,45,25,65,55.0,21.0,20,6.0,07
1958,Jack,Jarrett,4.0,4.0,0,64,68,61.0,80,15,57,3,18.0,21.0,60,48.0,55.0,77,75,55,77,51,70,25,50,56.0,21.0,22,10.0,07
1959,Garcia,Francisco,3.0,4.0,0,62,74,74.0,77,23,41,34,22.0,26.0,53,53.0,40.0,65,65,51,64,46,65,25,50,39.0,25.0,25,10.0,07
1960,Head,Luther,3.0,4.0,0,66,69,70.0,77,60,42,30,21.0,24.0,67,60.0,50.0,75,60,40,60,45,75,25,50,45.0,32.0,30,7.0,07
1961,Petro,Johan,0.0,1.0,0,58,37,0.0,62,75,20,61,40.0,50.0,14,40.0,55.0,60,60,20,40,68,75,12,50,68.0,0.0,15,6.0,07
1962,Maxiell,Jason,1.0,1.0,0,60,33,0.0,65,50,27,70,46.0,54.0,35,35.0,60.0,55,55,70,21,76,70,12,50,65.0,0.0,10,2.0,07
1963,Kleiza,Linas,1.0,2.0,0,56,53,41.0,70,40,35,17,34.0,42.0,42,55.0,42.0,55,55,40,45,63,65,20,50,47.0,5.0,22,10.0,07
1964,Simien,Wayne,1.0,1.0,0,58,35,18.0,88,65,30,27,46.0,53.0,28,49.0,45.0,55,60,64,32,63,45,15,50,61.0,0.0,10,7.0,07
1965,Lee,David,1.0,2.0,0,61,55,1.0,57,80,32,28,45.0,50.0,30,46.0,38.0,70,60,69,41,58,70,13,50,64.0,0.0,15,10.0,07
1966,Stoudamire,Salim,3.0,3.0,1,63,71,79.0,90,25,30,2,10.0,25.0,65,60.0,29.0,75,80,50,68,40,70,25,70,35.0,40.0,35,10.0,07
1967,Ewing,Daniel,4.0,3.0,0,59,53,60.0,78,40,42,17,11.0,19.0,49,49.0,41.0,68,63,45,71,42,70,25,65,44.0,21.0,22,10.0,07
1968,Bass,Brandon,1.0,2.0,0,59,43,10.0,63,40,40,59,46.0,56.0,16,55.0,45.0,60,55,45,22,65,70,15,65,60.0,1.0,15,10.0,07
1969,Miles,CJ,3.0,3.0,0,60,65,64.0,75,35,43,12,23.0,28.0,58,45.0,40.0,71,68,50,65,35,70,25,50,45.0,15.0,15,2.0,07
1970,Ilyasova,Ersan,2.0,2.0,0,54,58,35.0,60,40,21,48,33.0,40.0,35,45.0,32.0,66,63,40,53,60,50,20,50,40.0,10.0,15,10.0,07
1971,Turiaf,Ronny,1.0,0.0,0,59,53,18.0,55,64,12,52,41.0,66.0,22,40.0,45.0,55,50,45,42,65,70,15,50,63.0,0.0,10,10.0,07
1972,Diener,Travis,4.0,4.0,0,54,60,67.0,83,0,38,3,12.0,26.0,65,45.0,41.0,73,60,35,65,32,65,25,50,40.0,22.0,15,10.0,07
1973,Ellis,Monta,3.0,4.0,0,61,61,63.0,71,70,51,4,12.0,18.0,55,48.0,34.0,77,73,55,72,31,65,25,50,30.0,6.0,22,7.0,07
1974,Taft,Chris,1.0,0.0,0,54,49,0.0,58,45,19,42,45.0,50.0,22,40.0,40.0,64,55,50,41,63,70,12,50,61.0,0.0,15,6.0,07
1975,Williams,Louis,3.0,4.0,0,57,56,45.0,61,70,34,3,14.0,21.0,45,46.0,25.0,70,70,70,70,29,70,20,50,40.0,9.0,20,3.0,07
1976,Wright,Bracey,3.0,3.0,0,59,61,58.0,88,35,31,8,19.0,26.0,57,55.0,41.0,70,65,45,69,39,50,23,50,54.0,25.0,20,10.0,07
1977,Gelabale,Mickael,2.0,2.0,0,56,55,45.0,74,55,40,19,24.0,28.0,28,35.0,31.0,70,65,70,55,35,70,20,50,45.0,3.0,15,10.0,07
1978,Blatche,Andray,1.0,0.0,0,56,41,39.0,83,45,23,39,35.0,45.0,42,42.0,36.0,60,60,50,40,40,70,20,50,50.0,1.0,15,3.0,07
1979,Gomes,Ryan,2.0,2.0,0,62,41,37.0,75,60,31,18,53.0,65.0,29,61.0,60.0,69,64,50,32,61,70,20,50,65.0,4.0,10,10.0,07
1980,Whaley,Robert,1.0,1.0,0,51,50,0.0,65,54,16,35,40.0,50.0,26,32.0,30.0,62,56,52,22,63,60,12,50,54.0,0.0,15,1.0,07
1981,Greene,Orien,4.0,4.0,0,53,53,32.0,73,40,40,8,12.0,25.0,43,44.0,39.0,65,70,55,57,35,70,20,50,51.0,6.0,15,1.0,07
1982,Thompson,Dijon,2.0,3.0,0,55,64,55.0,78,40,38,6,12.0,20.0,37,45.0,40.0,65,63,48,61,40,70,23,50,50.0,8.0,20,10.0,07
1983,Roberts,Lawrence,1.0,1.0,0,54,38,8.0,47,55,30,49,40.0,60.0,34,33.0,30.0,55,51,55,35,60,65,13,50,58.0,1.0,15,10.0,07
1984,Anderson,Alan,3.0,2.0,0,57,62,58.0,80,57,53,5,35.0,50.0,40,55.0,45.0,60,62,64,44,35,23,23,50,40.0,25.0,35,10.0,07
1985,Bynum,Will,4.0,4.0,0,58,50,40.0,85,60,44,1,11.0,12.0,62,55.0,54.0,70,71,67,66,43,44,20,50,33.0,6.0,12,10.0,07
1986,Jones,Dwayne,1.0,0.0,0,65,52,1.0,46,72,32,72,61.0,65.0,40,52.0,43.0,64,63,67,34,65,55,13,50,65.0,1.0,32,1.0,07
1987,Marshall,Rawle,2.0,2.0,0,57,50,58.0,70,70,55,40,28.0,42.0,35,40.0,37.0,66,63,60,32,31,45,23,50,46.0,10.0,42,7.0,07
1988,Roberson,Anthony,4.0,4.0,0,62,70,67.0,83,22,44,2,39.0,48.0,53,61.0,34.0,64,68,62,66,42,59,25,55,34.0,20.0,45,10.0,07
1989,Taylor,Donell,3.0,2.0,0,59,63,50.0,70,53,31,27,17.0,53.0,57,44.0,36.0,57,61,62,48,45,51,23,50,62.0,3.0,38,1.0,07
1990,Jasikevicius,Sarunas,4.0,3.0,0,68,70,72.0,91,5,60,5,42.0,50.0,70,68.0,30.0,75,70,35,75,64,70,25,60,43.0,29.0,25,7.0,07
1991,Macijauskas,Arvydas,3.0,3.0,0,61,78,77.0,91,10,48,9,24.0,34.0,42,63.0,45.0,65,64,35,64,51,75,25,50,32.0,35.0,42,7.0,07
1992,Oberto,Fabricio,0.0,1.0,0,60,53,25.0,48,25,35,35,35.0,48.0,46,58.0,51.0,65,62,40,48,68,75,18,60,70.0,1.0,29,6.0,07
1993,Batista,Esteban,1.0,0.0,0,54,30,1.0,62,60,26,25,55.0,70.0,30,45.0,32.0,45,40,50,40,70,50,13,50,55.0,0.0,35,10.0,07
1994,Burleson,Kevin,4.0,4.0,0,60,65,56.0,94,44,63,2,20.0,55.0,65,60.0,35.0,65,62,30,65,26,40,23,50,35.0,15.0,32,8.0,07
1995,Powell,Josh,1.0,1.0,0,59,44,1.0,80,68,20,55,55.0,66.0,34,34.0,64.0,54,52,44,37,34,60,13,55,55.0,1.0,19,10.0,07
1996,Singleton,James,1.0,1.0,0,64,53,0.0,78,69,28,58,64.0,68.0,24,58.0,53.0,55,51,53,36,60,55,12,50,72.0,0.0,43,10.0,07
1997,Green,Devin,2.0,3.0,0,59,55,60.0,73,52,40,5,51.0,58.0,38,54.0,51.0,55,53,48,37,44,62,25,53,52.0,10.0,38,1.0,07
1998,Price,Ronnie,4.0,3.0,0,61,61,58.0,75,8,57,12,34.0,51.0,70,60.0,55.0,61,58,62,68,34,37,23,55,34.0,5.0,27,7.0,07
1999,Owens,Andre,3.0,3.0,0,66,63,61.0,75,56,49,8,48.0,52.0,35,61.0,53.0,70,67,63,67,45,61,25,50,54.0,8.0,41,2.0,07
2000,Randolph,Shavlik,1.0,0.0,0,63,53,19.0,60,64,22,57,60.0,66.0,19,62.0,54.0,58,53,60,24,55,72,15,50,64.0,1.0,34,10.0,07
2001,Hayes,Chuck,1.0,1.0,0,62,45,21.0,63,61,12,34,58.0,67.0,33,54.0,61.0,61,59,64,45,69,44,18,59,47.0,0.0,10,6.0,07
2002,Sanders,Melvin,2.0,3.0,0,48,43,33.0,70,59,11,21,12.0,15.0,45,33.0,22.0,60,65,55,40,60,33,20,65,23.0,,11,6.0,07
2003,Felix,Noel,2.0,1.0,0,55,51,,62,70,33,3,31.0,56.0,37,33.0,45.0,70,65,67,61,55,23,12,76,34.0,49.0,34,6.0,07
2004,DeBusschere,Dave,2.0,1.0,0,81,76,15.0,78,45,71,45,72.0,83.0,55,81.0,83.0,64,75,44,41,71,88,15,91,85.0,1.0,50,7.0,07
2005,Lovellette,Clyde,0.0,1.0,0,84,89,0.0,76,70,23,76,80.0,97.0,35,95.0,77.0,58,52,64,20,86,75,12,91,94.0,1.0,88,0.0,07
2006,Mikan,George,0.0,0.0,0,95,88,5.0,78,80,48,91,89.0,95.0,78,96.0,94.0,46,52,67,45,88,94,13,92,94.0,1.0,88,0.0,07
2007,Graham,Stephen,3.0,2.0,0,66,57,30.0,93,67,45,11,47.0,55.0,31,61.0,64.0,65,62,59,55,59,77,20,55,43.0,9.0,21,10.0,07
2008,Abdul-Jabbar,Kareem,0.0,0.0,0,83,85,8.0,71,90,37,81,50.0,81.0,41,88.0,81.0,56,68,45,34,71,90,13,90,86.0,1.0,63,10.0,07
2009,Deng,Luol,2.0,3.0,0,73,65,65.0,74,60,52,25,44.0,71.0,39,75.0,58.0,68,69,63,61,59,70,25,59,60.0,1.0,56,1.0,07
2010,Morrison,Adam,3.0,2.0,0,74,72,75.0,80,64,20,11,40.0,65.0,60,70.0,59.0,70,70,55,65,63,60,25,70,68.0,,40,0.0,07
2011,Thomas,Tyrus,2.0,2.0,0,70,55,30.0,65,80,44,67,55.0,70.0,35,40.0,62.0,74,65,80,60,35,41,20,72,65.0,,20,0.0,07
2012,Redick,JJ,3.0,3.0,0,64,74,79.0,86,13,33,1,1.0,22.0,65,75.0,47.0,69,77,34,70,52,75,25,85,34.0,,20,0.0,07
2013,Williams,Shelden,0.0,1.0,0,68,55,5.0,70,70,12,68,65.0,68.0,23,49.0,68.0,66,63,69,25,70,56,13,66,64.0,,21,0.0,07
2014,Gay,Rudy,2.0,3.0,0,70,69,67.0,72,80,34,20,21.0,56.0,45,60.0,59.0,73,71,80,64,50,39,25,73,60.0,,30,0.0,07
2015,Aldridge,LaMarcus,0.0,1.0,0,71,59,5.0,65,72,20,69,50.0,70.0,44,60.0,67.0,67,66,67,57,55,56,13,69,70.0,1.0,22,0.0,07
2016,Foye,Randy,3.0,4.0,0,74,65,69.0,70,35,60,1,15.0,55.0,70,62.0,65.0,75,88,60,80,65,60,25,75,60.0,,23,0.0,07
2017,Bargnani,Andrea,1.0,0.0,0,74,69,72.0,69,69,23,50,45.0,70.0,55,67.0,56.0,66,67,61,64,55,50,25,65,66.0,,33,0.0,07
2018,Roy,Brandon,3.0,2.0,0,72,68,65.0,81,57,61,1,12.0,34.0,65,69.0,65.0,75,77,65,75,50,50,25,75,62.0,,25,0.0,07
2019,Kidd,Jason,4.0,4.0,0,91,82,76.0,78,45,70,26,45.0,56.0,98,99.0,81.0,92,88,66,92,61,78,25,80,58.0,30.0,55,3.0,07
2020,Webber,Chris,1.0,0.0,0,88,85,25.0,78,80,38,75,75.0,84.0,52,94.0,80.0,62,60,57,40,81,84,18,88,89.0,1.0,50,8.0,07
2021,O'Neal,Jermaine,1.0,0.0,0,86,80,10.0,75,85,28,83,44.0,85.0,45,89.0,82.0,60,59,75,44,91,85,15,80,90.0,1.0,86,3.0,07
2022,McGrady,Tracy,2.0,3.0,0,93,86,80.0,85,93,81,25,16.0,68.0,80,91.0,82.0,85,85,90,83,50,70,25,86,80.0,32.0,83,9.0,07
2023,Garnett,Kevin,0.0,1.0,0,98,80,41.0,80,90,65,89,63.0,99.0,72,87.0,90.0,70,70,89,61,85,94,20,60,88.0,2.0,76,3.0,07
2024,Duncan,Tim,1.0,0.0,0,91,85,22.0,67,85,36,90,74.0,94.0,50,93.0,96.0,66,65,60,35,85,85,18,71,99.0,1.0,76,3.0,07
2025,Arenas,Gilbert,3.0,4.0,0,90,82,80.0,82,75,83,35,46.0,56.0,86,87.0,82.0,86,87,60,86,60,70,25,65,60.0,37.0,75,3.0,07
2026,Billups,Chauncey,4.0,3.0,0,84,80,81.0,89,35,82,1,12.0,40.0,80,82.0,83.0,80,86,65,86,65,84,25,85,55.0,42.0,61,3.0,07
2027,Howard,Dwight,1.0,1.0,0,81,55,0.0,67,82,52,75,85.0,85.0,15,70.0,77.0,60,56,74,50,85,80,12,73,75.0,0.0,75,2.0,07
2028,Harris,Devin,4.0,3.0,0,77,65,61.0,75,49,71,15,18.0,32.0,78,70.0,63.0,90,83,65,83,55,60,25,81,56.0,8.0,54,6.0,07
2029,Williams,Marcus,4.0,4.0,1,72,59,64.0,86,40,60,1,12.0,56.0,85,70.0,54.0,79,80,50,80,55,45,25,70,60.0,,20,0.0,07
2030,Carney,Rodney,2.0,2.0,0,66,45,57.0,71,75,45,55,33.0,63.0,31,21.0,63.0,72,69,80,60,30,41,23,70,53.0,,12,0.0,07
2031,O'Bryant,Patrick,0.0,0.0,0,61,55,1.0,68,71,13,70,43.0,67.0,11,20.0,56.0,60,59,62,22,70,65,13,66,61.0,,14,0.0,07
2032,Brown,Shannon,3.0,3.0,0,64,61,61.0,83,74,41,3,21.0,37.0,33,23.0,59.0,73,71,79,63,64,33,25,74,55.0,,15,0.0,07
2033,Brewer,Ronnie,2.0,3.0,0,65,63,61.0,67,61,50,7,24.0,50.0,63,41.0,60.0,73,76,66,67,35,22,25,70,53.0,,11,0.0,07
2034,Simmons,Cedric,1.0,0.0,0,61,45,25.0,65,70,21,64,39.0,65.0,19,23.0,60.0,64,67,70,23,56,53,18,62,50.0,,19,0.0,07
2035,Armstrong,Hilton,1.0,0.0,0,63,45,0.0,59,70,33,60,65.0,65.0,14,21.0,69.0,68,68,67,23,65,61,12,60,55.0,,12,0.0,07
2036,Farmar,Jordan,4.0,3.0,0,65,65,64.0,76,33,44,1,12.0,19.0,70,60.0,60.0,76,80,75,78,34,33,25,75,44.0,,11,0.0,07
2037,Rondo,Rajon,4.0,4.0,0,60,43,28.0,57,51,70,1,11.0,19.0,73,49.0,67.0,80,80,45,79,30,47,18,75,61.0,,19,0.0,07
2038,Sene,Saer,0.0,0.0,0,55,31,1.0,41,65,12,70,33.0,53.0,21,17.0,60.0,69,69,65,37,61,56,13,64,34.0,,7,0.0,07
2039,Douby,Quincy,3.0,3.0,0,64,60,70.0,82,57,22,12,11.0,59.0,56,45.0,59.0,75,72,61,69,33,39,25,74,56.0,,10,0.0,07
2040,Powe,Leon,1.0,4.0,0,64,52,12.0,67,62,21,23,38.0,56.0,51,44.0,53.0,65,67,60,55,70,68,15,65,63.0,,22,0.0,07
2041,Lowry,Kyle,4.0,4.0,0,59,51,53.0,73,21,37,1,11.0,23.0,62,57.0,60.0,80,75,49,73,39,39,23,72,47.0,,20,0.0,07
2042,Balkman,Renaldo,2.0,3.0,0,64,41,29.0,53,71,61,48,23.0,50.0,29,21.0,63.0,80,80,80,61,50,34,18,70,60.0,,7,0.0,07
2043,Ager,Maurice,3.0,2.0,0,61,59,59.0,78,61,44,7,21.0,34.0,49,33.0,63.0,72,71,67,64,31,35,23,71,39.0,,11,0.0,07
2044,Collins,Mardy,4.0,3.0,0,64,59,56.0,59,60,22,7,16.0,58.0,65,50.0,60.0,72,69,61,70,58,45,23,70,45.0,,20,0.0,07
2045,Boone,Josh,0.0,1.0,0,59,37,1.0,54,64,19,60,55.0,65.0,12,37.0,61.0,59,60,61,23,70,59,13,69,45.0,,18,0.0,07
2046,Davis,Paul,1.0,0.0,0,59,59,50.0,87,59,16,20,34.0,59.0,22,60.0,54.0,59,51,45,21,59,39,23,64,65.0,,14,0.0,07
2047,Tucker,P.J.,2.0,2.0,0,61,40,7.0,74,60,33,11,21.0,39.0,41,59.0,65.0,74,74,69,67,64,41,13,70,60.0,,22,0.0,07
2048,Williams,Shawne,3.0,2.0,0,65,65,64.0,78,66,27,19,34.0,43.0,23,60.0,55.0,73,65,73,60,60,32,25,64,60.0,,10,0.0,07
2049,White,James,2.0,2.0,0,64,57,53.0,81,80,33,10,11.0,57.0,27,35.0,64.0,70,77,90,60,30,41,23,73,49.0,,10,0.0,07
2050,Noel,David,2.0,2.0,0,62,64,62.0,62,65,23,11,14.0,43.0,50,33.0,60.0,70,62,65,60,65,47,25,67,51.0,,10,0.0,07
2051,Jones,Solomon,1.0,1.0,0,56,49,1.0,77,60,23,49,31.0,61.0,15,34.0,58.0,60,60,65,23,57,34,13,63,57.0,,12,0.0,07
2052,Jones,Bobby,2.0,2.0,0,60,59,50.0,74,60,34,16,19.0,55.0,23,37.0,67.0,68,63,60,60,44,38,23,70,50.0,,12,0.0,07
2053,Augustine,James,1.0,1.0,0,57,57,1.0,65,57,10,21,55.0,60.0,11,49.0,59.0,60,60,60,35,65,43,13,63,57.0,,11,0.0,07
2054,Gibson,Daniel,4.0,4.0,0,59,65,67.0,72,34,19,1,12.0,22.0,60,60.0,35.0,77,73,60,71,32,39,25,75,49.0,,13,0.0,07
2055,Johnson,Alexander,1.0,1.0,0,61,55,31.0,70,58,10,21,56.0,69.0,21,35.0,49.0,62,62,70,45,65,44,20,60,60.0,,11,0.0,07
2056,Markota,Damir,2.0,1.0,0,58,57,65.0,75,50,11,19,21.0,47.0,27,60.0,31.0,59,63,45,60,51,53,25,63,65.0,,15,0.0,07
2057,Diaw,Boris,1.0,2.0,0,84,67,41.0,74,70,60,59,57.0,75.0,73,70.0,63.0,73,75,70,69,65,70,20,75,69.0,17.0,60,2.0,07
2058,Bargnani,Andrea,1.0,2.0,0,74,69,72.0,69,69,23,50,45.0,70.0,55,67.0,56.0,66,67,61,64,50,50,25,65,66.0,,33,0.0,07
2059,Vujacic,Sasha,3.0,4.0,0,66,41,71.0,77,34,57,11,25.0,64.0,64,67.0,53.0,73,70,55,65,44,70,25,50,56.0,3.0,46,6.0,07
2060,Radmanovic,Vladimir,1.0,2.0,0,71,80,80.0,80,59,57,28,24.0,68.0,25,78.0,47.0,63,64,75,60,63,39,25,64,54.0,47.0,45,2.0,07
2061,Krstic,Nenad,1.0,0.0,0,68,67,0.0,72,59,28,60,65.0,71.0,18,74.0,57.0,57,59,53,37,63,75,12,60,62.0,0.0,55,1.0,07
2062,Grundy,Anthony,3.0,4.0,0,52,35,60.0,64,33,12,1,12.0,23.0,54,33.0,33.0,69,67,54,73,22,60,25,70,39.0,,33,0.0,07
2063,Udoka,Ime,3.0,3.0,0,54,31,55.0,50,55,25,22,33.0,34.0,50,33.0,37.0,70,65,60,58,37,23,23,70,49.0,,11,0.0,07
2064,Schenscher,Luke,0.0,0.0,0,55,45,1.0,55,43,16,54,55.0,60.0,11,22.0,45.0,59,37,56,23,71,70,13,70,61.0,,23,0.0,07
2065,Gansey,Mike,3.0,3.0,0,60,62,67.0,68,34,60,1,12.0,21.0,62,69.0,60.0,70,65,30,63,35,31,25,69,55.0,,10,0.0,07
2066,Ray,Allan,3.0,4.0,0,56,68,75.0,89,22,20,1,12.0,21.0,37,60.0,33.0,75,79,33,75,33,29,25,70,43.0,,11,0.0,07
2067,Chou,Anthony,4.0,3.0,0,47,60,54.0,55,0,37,5,15.0,20.0,59,24.0,51.0,76,78,15,57,20,50,23,55,17.0,,11,8.0,07
2068,Woods,Jordan,1.0,0.0,0,58,43,62.0,50,71,42,17,25.0,56.0,15,44.0,57.0,60,55,68,23,62,35,25,67,62.0,,23,7.0,07
2069,Lee,Tim,1.0,0.0,0,52,35,8.0,62,50,45,63,36.0,62.0,37,15.0,39.0,46,38,32,22,71,30,13,63,61.0,,15,8.0,07
2070,Wagner,John,1.0,1.0,0,58,49,6.0,49,80,18,81,22.0,59.0,22,35.0,40.0,55,58,30,50,77,30,13,73,55.0,,39,9.0,07
2071,Davis,Will,0.0,0.0,0,52,32,13.0,44,80,32,77,26.0,39.0,13,32.0,28.0,34,41,76,50,60,40,15,63,71.0,,30,5.0,07
2072,Diaz,Michael,1.0,2.0,0,53,50,7.0,75,70,30,35,58.0,73.0,46,30.0,29.0,39,49,50,30,65,38,13,50,32.0,,23,6.0,07
2073,Roper,Greg,3.0,3.0,1,58,57,55.0,85,29,18,59,57.0,21.0,38,37.0,23.0,37,63,55,53,75,66,23,53,38.0,,24,8.0,07
2074,Dixon,Devon,4.0,3.0,0,53,59,58.0,90,10,35,8,8.0,12.0,51,13.0,32.0,76,79,23,55,32,79,23,85,35.0,,48,2.0,07
2075,Emmett,Stephen,0.0,1.0,0,59,43,8.0,77,18,54,66,50.0,55.0,40,60.0,41.0,50,53,48,40,77,42,13,56,50.0,,38,3.0,07
2076,Evans,Jeff,1.0,1.0,0,54,60,60.0,77,40,30,18,18.0,25.0,26,70.0,35.0,60,64,34,30,70,59,25,69,32.0,,55,8.0,07
2077,Simmons,D'angelo,4.0,3.0,0,59,66,39.0,78,29,30,23,59.0,66.0,50,26.0,22.0,57,60,48,67,33,60,20,80,39.0,,10,5.0,07
2078,Freeman,Dorrell,0.0,1.0,0,51,48,13.0,56,70,31,59,14.0,53.0,39,66.0,32.0,44,20,34,50,40,40,15,49,49.0,,20,4.0,07
2079,Stewart,Bruce,2.0,3.0,0,59,42,41.0,76,68,37,67,58.0,48.0,21,37.0,38.0,60,28,38,55,70,38,20,59,58.0,,39,10.0,07
2080,Leonard,Tariq,4.0,4.0,0,52,66,59.0,66,23,55,30,13.0,20.0,50,29.0,10.0,50,62,15,80,40,55,23,60,38.0,,13,7.0,07
2081,Young,John,0.0,0.0,0,54,39,25.0,66,39,46,36,28.0,31.0,18,30.0,75.0,50,69,42,73,38,44,18,69,37.0,,32,8.0,07
2082,King,Walter,1.0,2.0,0,51,39,42.0,45,69,9,11,30.0,19.0,10,55.0,19.0,69,74,80,32,45,59,20,60,53.0,,3,9.0,07
2083,Washington,Nick,1.0,0.0,1,52,17,8.0,63,1,13,47,11.0,80.0,63,58.0,39.0,75,84,28,70,28,77,13,57,23.0,,38,5.0,07
2084,Ward,Jackie,3.0,2.0,0,61,50,40.0,70,80,58,31,22.0,20.0,38,39.0,17.0,77,80,80,50,57,49,20,69,28.0,,15,6.0,07
2085,Thompson,Kyle,3.0,4.0,0,54,74,70.0,87,38,55,9,12.0,10.0,48,68.0,55.0,42,66,29,21,38,45,25,77,16.0,,39,7.0,07
2086,Cole,Donald,2.0,1.0,0,53,31,8.0,87,57,22,34,43.0,44.0,18,18.0,39.0,34,40,60,50,55,85,13,80,54.0,,30,8.0,07
2087,Brooks,Shawn,0.0,0.0,0,55,33,19.0,66,45,18,80,65.0,46.0,23,42.0,13.0,43,36,65,40,75,58,15,67,20.0,,23,3.0,07
2088,Ford,Mike,2.0,1.0,0,54,33,30.0,60,32,77,50,10.0,54.0,10,17.0,69.0,67,70,49,18,55,70,20,80,26.0,,18,5.0,07
2089,Foster,Todd,4.0,4.0,1,53,54,40.0,70,2,60,4,8.0,11.0,70,60.0,45.0,80,75,22,69,17,60,20,68,11.0,,33,4.0,07
2090,Gomez,Eric,0.0,1.0,0,62,69,55.0,60,60,25,44,60.0,57.0,58,33.0,22.0,49,44,70,38,58,44,23,49,70.0,,12,2.0,07
2091,Anthony,Jeff,4.0,4.0,0,62,55,60.0,82,15,56,3,13.0,18.0,70,60.0,41.0,80,80,30,86,45,56,25,74,32.0,,28,10.0,07
2092,Powell,Brandon,2.0,2.0,0,59,40,39.0,70,59,33,83,35.0,40.0,32,30.0,39.0,50,56,39,68,60,50,20,55,59.0,,34,8.0,07
2093,King,Derek,4.0,3.0,0,51,55,40.0,60,10,23,3,13.0,19.0,30,39.0,50.0,55,48,60,68,40,74,20,80,55.0,,23,5.0,07
2094,Price,William,4.0,3.0,0,47,53,18.0,64,35,52,31,33.0,45.0,62,38.0,18.0,54,48,13,62,44,64,15,25,13.0,,24,8.0,07
2095,Roberts,Lucas,2.0,3.0,0,53,35,10.0,58,22,70,22,19.0,49.0,10,12.0,69.0,70,71,80,13,66,80,15,60,39.0,,30,2.0,07
2096,Ham,Hagen,1.0,0.0,0,62,53,33.0,57,31,69,62,50.0,69.0,58,28.0,30.0,55,58,52,63,40,40,20,55,60.0,,60,8.0,07
